qseqid,sseqid,pident,ppos,length,evalue,bitscore
sp|A0A089QKZ7|Y155A_MYCTU,sp|A0A089QKZ7.1|,100.0,100.0,62,8.9e-37,119.0
sp|P9WQJ5|OPPD_MYCTU,sp|A1A967.2|,43.528,59.87,618,7.66e-151,451.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q8FJL0.2|,43.528,59.87,618,1.23e-150,451.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q323W5.2|,43.689,59.87,618,1.27e-150,451.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q83LT3.5|,43.528,59.87,618,6.789999999999999e-150,449.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q0T6D3.2|,43.366,59.87,618,2.95e-149,447.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q6D3A9.2|,43.548,59.84,620,5.89e-149,446.0
sp|P9WQJ5|OPPD_MYCTU,sp|P24136.2|,48.243,67.09,313,8.1e-97,303.0
sp|P9WQJ5|OPPD_MYCTU,sp|P42064.1|,45.82,65.94,323,5.3599999999999997e-95,297.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q8YBN6.1|,48.338,64.35,331,5.669999999999999e-95,297.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q2YK63.1|,48.036,64.05,331,2.26e-94,296.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q8FWP1.1|,48.036,64.05,331,3.5099999999999996e-94,295.0
sp|P9WQJ5|OPPD_MYCTU,sp|A5VU87.1|,48.036,64.05,331,3.58e-94,295.0
sp|P9WQJ5|OPPD_MYCTU,sp|P26905.1|,47.962,63.01,319,6.75e-93,292.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q53193.1|,47.222,63.27,324,3.47e-90,285.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q8YDH0.1|,48.684,68.09,304,7.2e-88,279.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q2YJJ9.1|,48.355,68.09,304,4.93e-87,276.0
sp|P9WQJ5|OPPD_MYCTU,sp|P04285.1|,46.689,64.9,302,4.08e-86,275.0
sp|P9WQJ5|OPPD_MYCTU,sp|P76027.2|,46.358,65.23,302,4.99e-86,274.0
sp|P9WQJ5|OPPD_MYCTU,sp|P45052.1|,43.464,64.38,306,1.15e-84,270.0
sp|P9WQJ5|OPPD_MYCTU,sp|P45095.1|,44.984,63.11,309,5.99e-80,258.0
sp|P9WQJ5|OPPD_MYCTU,sp|A2RI77.1|,42.154,60.31,325,3.9300000000000005e-79,257.0
sp|P9WQJ5|OPPD_MYCTU,sp|P50980.1|,45.048,62.62,313,3.27e-78,254.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q07733.2|,45.048,62.62,313,3.48e-78,254.0
sp|P9WQJ5|OPPD_MYCTU,sp|P42065.2|,50.996,68.92,251,9.15e-78,253.0
sp|P9WQJ5|OPPD_MYCTU,sp|P0AAG0.1|,44.62,60.76,316,4.91e-77,250.0
sp|P9WQJ5|OPPD_MYCTU,sp|P0A2U8.1|,43.631,60.51,314,1.1e-76,251.0
sp|P9WQJ5|OPPD_MYCTU,sp|A0A0H2ZH52.1|,46.617,66.17,266,2.04e-75,246.0
sp|P9WQJ5|OPPD_MYCTU,sp|P77737.1|,51.477,69.2,237,6.75e-73,240.0
sp|P9WQJ5|OPPD_MYCTU,sp|P72479.2|,46.183,66.79,262,8.73e-73,239.0
sp|P9WQJ5|OPPD_MYCTU,sp|A2RI78.1|,47.727,67.05,264,1.0600000000000001e-72,239.0
sp|P9WQJ5|OPPD_MYCTU,sp|P08007.2|,51.055,68.78,237,3.03e-72,238.0
sp|P9WQJ5|OPPD_MYCTU,sp|A9CKL2.1|,49.231,67.69,260,1.87e-71,243.0
sp|P9WQJ5|OPPD_MYCTU,sp|P24137.3|,50.0,69.01,242,3.87e-71,234.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q53194.1|,46.768,65.78,263,5.11e-71,236.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q2YJJ8.1|,50.376,67.67,266,2.19e-70,233.0
sp|P9WQJ5|OPPD_MYCTU,sp|Q8YDH1.1|,45.455,62.66,308,6.83e-70,233.0
sp|P9WQJ5|OPPD_MYCTU,sp|C0SP98.1|,47.899,69.75,238,8.26e-70,232.0
sp|P9WQJ5|OPPD_MYCTU,sp|P0A2V4.1|,44.788,64.48,259,8.580000000000001e-70,231.0
sp|P9WQJ7|IRTB_MYCTU,sp|P63394.1|,100.0,100.0,579,0.0,1130.0
sp|P9WQJ7|IRTB_MYCTU,sp|A0R6H7.1|,71.875,82.64,576,0.0,795.0
sp|P9WQJ7|IRTB_MYCTU,sp|G7CBF6.1|,68.924,78.3,576,0.0,730.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q8DAV2.1|,30.249,48.75,562,2.85e-60,213.0
sp|P9WQJ7|IRTB_MYCTU,sp|P45861.1|,28.889,48.55,585,3.1199999999999997e-60,213.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q7MJ07.2|,30.249,48.75,562,3.8e-60,213.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q6FZF2.1|,42.128,66.81,235,1.55e-59,211.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q2K342.2|,33.673,50.82,490,5.88e-59,209.0
sp|P9WQJ7|IRTB_MYCTU,sp|P70864.2|,35.196,55.03,358,1.44e-58,208.0
sp|P9WQJ7|IRTB_MYCTU,sp|A1USS5.1|,35.294,54.9,357,1.9700000000000002e-58,208.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q5ZUH9.2|,31.616,53.16,427,2.41e-58,207.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q6G2Z5.1|,42.128,65.96,235,2.45e-58,208.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q7VL52.1|,29.333,48.17,600,4.18e-58,207.0
sp|P9WQJ7|IRTB_MYCTU,sp|P26760.2|,28.797,49.31,507,7.69e-58,209.0
sp|P9WQJ7|IRTB_MYCTU,sp|O07549.1|,31.532,49.77,444,1.17e-57,207.0
sp|P9WQJ7|IRTB_MYCTU,sp|P22638.3|,29.243,49.69,489,1.81e-57,206.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q87EF0.1|,30.324,49.06,587,1.83e-57,205.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q1MAB5.1|,33.881,50.1,487,2.71e-57,205.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q9KQW9.1|,28.361,47.33,543,3.06e-57,204.0
sp|P9WQJ7|IRTB_MYCTU,sp|P71082.2|,33.746,55.73,323,4.7600000000000003e-57,204.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q9PEE7.1|,30.153,49.06,587,4.77e-57,204.0
sp|P9WQJ7|IRTB_MYCTU,sp|P0C529.1|,31.148,49.59,488,6.320000000000001e-57,204.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q8G0T8.1|,31.148,49.59,488,7.14e-57,204.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q5WVN2.1|,36.304,59.41,303,1.15e-56,203.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q2LVL0.1|,28.276,47.41,580,1.4200000000000001e-56,203.0
sp|P9WQJ7|IRTB_MYCTU,sp|G5EG61.1|,40.486,65.18,247,1.8600000000000002e-56,209.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q5X498.1|,36.634,59.74,303,2.16e-56,202.0
sp|P9WQJ7|IRTB_MYCTU,sp|P18767.2|,38.04,55.04,347,2.3800000000000003e-56,202.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q9C7F8.1|,43.83,63.4,235,2.98e-56,208.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q8YH20.1|,30.943,49.59,488,3.2100000000000004e-56,202.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q5QU36.1|,28.493,47.06,544,4.51e-56,201.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q2NUA5.1|,28.494,49.36,551,6.64e-56,201.0
sp|P9WQJ7|IRTB_MYCTU,sp|Q983H5.1|,35.696,51.44,381,7.430000000000001e-56,201.0
sp|P9WQJ9|IRTA_MYCTU,sp|P63392.1|,100.0,100.0,859,0.0,1711.0
sp|P9WQJ9|IRTA_MYCTU,sp|A0R6H8.1|,71.578,83.87,862,0.0,1192.0
sp|P9WQJ9|IRTA_MYCTU,sp|G7CBF5.2|,69.731,79.04,892,0.0,1165.0
sp|P9WQJ9|IRTA_MYCTU,sp|P63398.1|,35.597,52.06,486,5.549999999999999e-68,241.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q5ZUH9.2|,30.769,50.08,611,5.699999999999999e-68,239.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q5WVN2.1|,30.372,48.47,619,6.1e-67,237.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q5X498.1|,30.645,48.87,620,7.24e-67,236.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q9KQW9.1|,33.141,49.9,519,1.02e-64,230.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q9JJ59.1|,33.019,50.38,530,2.3e-64,233.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q02592.3|,43.003,59.04,293,3.3700000000000004e-64,234.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q9QYJ4.1|,33.019,50.38,530,4.4e-64,233.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q4UV65.1|,36.22,50.39,508,5.3e-64,229.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q9CMG7.1|,31.952,49.22,579,5.3100000000000006e-64,228.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q2NUA5.1|,32.294,50.64,545,1.5e-63,227.0
sp|P9WQJ9|IRTA_MYCTU,sp|P63359.1|,31.359,51.92,574,1.55e-63,227.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q2P3E7.1|,36.542,50.49,509,2.69e-63,227.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q9NP78.1|,32.122,49.71,523,3.05e-63,230.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q2LVL0.1|,32.375,49.81,522,3.36e-63,227.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q8T9W2.1|,31.151,48.61,504,3.97e-63,229.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q5PGH0.1|,31.359,51.92,574,4.02e-63,226.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q9WYC4.1|,31.34,50.72,485,1.25e-62,225.0
sp|P9WQJ9|IRTA_MYCTU,sp|P45861.1|,29.755,48.78,531,1.9899999999999998e-62,224.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q2UPC0.1|,50.215,65.24,233,2.69e-62,228.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q0TJD9.1|,31.185,51.74,574,2.83e-62,224.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q9CXJ4.1|,33.846,49.42,520,5.8199999999999995e-62,226.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q1CA68.1|,32.386,50.38,528,5.96e-62,223.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q4QPI4.1|,32.062,49.22,577,6.73e-62,223.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q83LP0.1|,30.998,51.66,571,6.85e-62,223.0
sp|P9WQJ9|IRTA_MYCTU,sp|P60752.1|,30.998,51.66,571,7.42e-62,223.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q3BTC8.1|,36.149,50.69,509,8.46e-62,223.0
sp|P9WQJ9|IRTA_MYCTU,sp|G5EFD4.1|,31.599,48.75,519,1.15e-61,226.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q2SIN5.1|,33.929,50.2,504,1.23e-61,222.0
sp|P9WQJ9|IRTA_MYCTU,sp|Q3Z3K7.1|,30.998,51.66,571,1.24e-61,222.0
sp|P9WQK1|Y986_MYCTU,sp|P9WQK0.1|,100.0,100.0,248,0.0,501.0
sp|P9WQK1|Y986_MYCTU,sp|Q2RU16.2|,45.536,66.07,224,3.54e-63,199.0
sp|P9WQK1|Y986_MYCTU,sp|F8DT93.1|,45.909,63.64,220,2.06e-61,195.0
sp|P9WQK1|Y986_MYCTU,sp|P0DJA1.1|,45.909,63.64,220,3.88e-61,194.0
sp|P9WQK1|Y986_MYCTU,sp|Q0A8P9.1|,43.439,65.16,221,4.7799999999999995e-61,194.0
sp|P9WQK1|Y986_MYCTU,sp|Q5FUV5.1|,46.364,63.18,220,7.87e-61,194.0
sp|P9WQK1|Y986_MYCTU,sp|Q58903.1|,42.222,64.0,225,1.0399999999999999e-60,193.0
sp|P9WQK1|Y986_MYCTU,sp|Q83CV2.1|,41.778,61.33,225,1.8500000000000002e-59,190.0
sp|P9WQK1|Y986_MYCTU,sp|Q0C1C3.1|,42.667,63.56,225,3.21e-59,189.0
sp|P9WQK1|Y986_MYCTU,sp|Q3K9F9.2|,42.035,63.72,226,8.1e-59,189.0
sp|P9WQK1|Y986_MYCTU,sp|Q58206.1|,42.795,65.5,229,1.92e-58,188.0
sp|P9WQK1|Y986_MYCTU,sp|Q669P3.1|,39.286,63.39,224,2.61e-58,187.0
sp|P9WQK1|Y986_MYCTU,sp|Q1MIJ4.1|,43.111,62.22,225,2.67e-58,187.0
sp|P9WQK1|Y986_MYCTU,sp|Q8UFV7.1|,42.667,63.11,225,3.0400000000000002e-58,187.0
sp|P9WQK1|Y986_MYCTU,sp|Q2W450.1|,43.379,63.93,219,3.15e-58,187.0
sp|P9WQK1|Y986_MYCTU,sp|Q2K9R2.1|,43.111,63.11,225,5.4100000000000004e-58,186.0
sp|P9WQK1|Y986_MYCTU,sp|Q9HZL7.1|,41.85,61.67,227,1.18e-57,186.0
sp|P9WQK1|Y986_MYCTU,sp|Q1C6Q8.1|,38.839,62.95,224,1.96e-57,185.0
sp|P9WQK1|Y986_MYCTU,sp|Q1GTY0.1|,43.836,63.47,219,2.8e-57,184.0
sp|P9WQK1|Y986_MYCTU,sp|Q9WYI7.1|,41.629,66.97,221,3.09e-57,185.0
sp|P9WQK1|Y986_MYCTU,sp|Q5LUD0.1|,45.982,61.61,224,3.27e-57,184.0
sp|P9WQK1|Y986_MYCTU,sp|Q3IZT1.1|,48.325,62.68,209,4.1900000000000004e-57,184.0
sp|P9WQK1|Y986_MYCTU,sp|Q2SXD1.1|,41.228,63.16,228,4.3100000000000003e-57,185.0
sp|P9WQK1|Y986_MYCTU,sp|Q2LVM2.1|,42.342,62.61,222,6.34e-57,184.0
sp|P9WQK1|Y986_MYCTU,sp|Q2YNH6.1|,40.889,64.44,225,7.81e-57,183.0
sp|P9WQK3|ETTA_MYCTU,sp|P9WQK2.1|,100.0,100.0,558,0.0,1142.0
sp|P9WQK3|ETTA_MYCTU,sp|P0A9W3.2|,56.684,72.37,561,0.0,618.0
sp|P9WQK3|ETTA_MYCTU,sp|A0A0H2VFI8.1|,56.506,72.19,561,0.0,615.0
sp|P9WQK3|ETTA_MYCTU,sp|P45127.1|,55.893,71.25,560,0.0,602.0
sp|P9WQK3|ETTA_MYCTU,sp|P12622.1|,61.512,74.91,291,4.72e-115,345.0
sp|P9WQK3|ETTA_MYCTU,sp|O06476.1|,36.822,56.82,535,3.47e-108,340.0
sp|P9WQK3|ETTA_MYCTU,sp|P43672.2|,36.653,59.56,502,7.27e-104,328.0
sp|P9WQK3|ETTA_MYCTU,sp|Q57242.1|,36.853,58.76,502,9.83e-103,326.0
sp|P9WQK3|ETTA_MYCTU,sp|O05519.2|,33.628,52.57,565,1.36e-96,310.0
sp|P9WQK3|ETTA_MYCTU,sp|P57445.1|,30.019,53.54,523,1.8600000000000002e-72,245.0
sp|P9WQK3|ETTA_MYCTU,sp|O31716.1|,31.485,51.29,505,6.62e-72,242.0
sp|P9WQK3|ETTA_MYCTU,sp|P0A9U3.1|,31.774,53.61,513,7.31e-72,242.0
sp|P9WQK3|ETTA_MYCTU,sp|Q8K9I3.1|,29.528,52.56,508,1.73e-71,243.0
sp|P9WQK3|ETTA_MYCTU,sp|P63389.1|,30.755,51.38,543,2.12e-69,238.0
sp|P9WQK3|ETTA_MYCTU,sp|A0A0H2VBH0.1|,30.755,51.38,543,2.14e-69,238.0
sp|P9WQK3|ETTA_MYCTU,sp|Q9LV93.1|,34.034,54.68,523,2.96e-69,239.0
sp|P9WQK3|ETTA_MYCTU,sp|O34512.2|,30.724,51.47,511,1.3799999999999999e-67,230.0
sp|P9WQK3|ETTA_MYCTU,sp|Q9FIB4.2|,32.759,53.26,522,1.13e-65,229.0
sp|P9WQK3|ETTA_MYCTU,sp|P45167.1|,37.963,58.95,324,3.52e-60,209.0
sp|P9WQK3|ETTA_MYCTU,sp|Q45978.2|,33.527,51.16,516,3.1600000000000003e-57,204.0
sp|P9WQK3|ETTA_MYCTU,sp|Q8T6B7.1|,28.143,47.65,533,2.24e-56,202.0
sp|P9WQK3|ETTA_MYCTU,sp|Q5R9Z5.1|,30.561,49.32,517,4.18e-56,203.0
sp|P9WQK3|ETTA_MYCTU,sp|P44808.1|,30.49,49.36,551,5.170000000000001e-56,202.0
sp|P9WQK3|ETTA_MYCTU,sp|Q9NUQ8.2|,30.368,49.32,517,6.769999999999999e-55,200.0
sp|P9WQK3|ETTA_MYCTU,sp|Q66H39.1|,30.624,48.77,529,1.32e-54,199.0
sp|P9WQK3|ETTA_MYCTU,sp|O59672.1|,28.182,48.91,550,4.5899999999999995e-54,198.0
sp|P9WQK3|ETTA_MYCTU,sp|O42943.1|,30.534,48.47,524,5.459999999999999e-54,196.0
sp|P9WQK3|ETTA_MYCTU,sp|Q8K268.1|,29.834,48.43,543,7.889999999999999e-54,197.0
sp|P9WQK3|ETTA_MYCTU,sp|P40024.1|,29.273,47.54,509,1.4199999999999999e-52,192.0
sp|P9WQK3|ETTA_MYCTU,sp|P25256.1|,29.893,45.37,562,2.07e-52,190.0
sp|P9WQK3|ETTA_MYCTU,sp|P39115.2|,28.947,45.3,532,6.3399999999999994e-52,189.0
sp|P9WQK3|ETTA_MYCTU,sp|Q8H0V6.1|,28.86,47.61,544,5.42e-50,186.0
sp|P9WQK3|ETTA_MYCTU,sp|P43535.1|,27.963,47.96,540,3.44e-49,184.0
sp|P9WQK3|ETTA_MYCTU,sp|Q9USH9.1|,30.214,48.54,513,1.21e-46,178.0
sp|P9WQK3|ETTA_MYCTU,sp|Q9UG63.2|,27.899,47.46,552,2.1e-46,175.0
sp|P9WQK3|ETTA_MYCTU,sp|Q99LE6.1|,27.273,47.27,550,4.01e-46,174.0
sp|P9WQK3|ETTA_MYCTU,sp|P0DX93.1|,28.386,44.34,539,1.94e-45,170.0
sp|P9WQK3|ETTA_MYCTU,sp|Q9FJH6.1|,28.736,46.55,522,4.93e-45,171.0
sp|P9WQK3|ETTA_MYCTU,sp|Q8NE71.2|,28.671,45.8,572,1.21e-44,172.0
sp|P9WQK3|ETTA_MYCTU,sp|Q2KJA2.1|,27.455,46.36,550,1.5e-44,170.0
sp|P9WQK3|ETTA_MYCTU,sp|Q6MG08.1|,28.497,46.33,572,1.92e-44,172.0
sp|P9WQK3|ETTA_MYCTU,sp|Q767L0.1|,28.497,45.98,572,2.13e-44,171.0
sp|P9WQK3|ETTA_MYCTU,sp|Q9M1H3.1|,27.878,44.78,556,2.42e-44,171.0
sp|P9WQK3|ETTA_MYCTU,sp|Q7YR37.1|,28.497,45.8,572,2.58e-44,171.0
sp|P9WQK5|Y073_MYCTU,sp|P9WQK4.1|,100.0,100.0,330,0.0,660.0
sp|P9WQK5|Y073_MYCTU,sp|P63402.1|,83.636,91.52,330,0.0,556.0
sp|P9WQK5|Y073_MYCTU,sp|Q58206.1|,41.475,61.75,217,2.9799999999999998e-52,175.0
sp|P9WQK5|Y073_MYCTU,sp|Q9WYI7.1|,43.842,64.53,203,1.65e-51,173.0
sp|P9WQK5|Y073_MYCTU,sp|Q39T41.1|,43.192,61.97,213,7.21e-51,171.0
sp|P9WQK5|Y073_MYCTU,sp|Q3A558.1|,40.845,62.91,213,1.42e-49,167.0
sp|P9WQK5|Y073_MYCTU,sp|O34979.2|,40.0,60.95,210,6.7e-49,166.0
sp|P9WQK5|Y073_MYCTU,sp|Q92NU9.1|,41.315,64.79,213,5.2499999999999996e-48,173.0
sp|P9WQK5|Y073_MYCTU,sp|Q74AT2.1|,42.254,60.09,213,3.56e-47,161.0
sp|P9WQK5|Y073_MYCTU,sp|Q0C1C3.1|,42.029,62.32,207,7.12e-47,160.0
sp|P9WQK5|Y073_MYCTU,sp|Q8A1M1.1|,40.704,64.32,199,1.03e-46,160.0
sp|P9WQK5|Y073_MYCTU,sp|O31711.1|,38.571,59.52,210,1.8e-46,160.0
sp|P9WQK5|Y073_MYCTU,sp|Q87JM4.1|,41.038,63.21,212,3.0399999999999997e-46,169.0
sp|P9WQK5|Y073_MYCTU,sp|Q15TB1.1|,38.967,59.62,213,5.1799999999999995e-46,158.0
sp|P9WQK5|Y073_MYCTU,sp|Q64Z80.1|,40.201,63.82,199,6.64e-46,158.0
sp|P9WQK5|Y073_MYCTU,sp|A0LM36.1|,43.578,62.39,218,6.9999999999999996e-46,168.0
sp|P9WQK5|Y073_MYCTU,sp|Q5LI72.1|,40.201,63.82,199,8.589999999999999e-46,157.0
sp|P9WQK5|Y073_MYCTU,sp|Q5X2Z8.1|,38.967,59.15,213,9.849999999999999e-46,158.0
sp|P9WQK5|Y073_MYCTU,sp|Q1D382.1|,41.232,62.09,211,1.03e-45,157.0
sp|P9WQK5|Y073_MYCTU,sp|Q6FYL0.1|,39.906,63.38,213,1.1399999999999999e-45,167.0
sp|P9WQK5|Y073_MYCTU,sp|Q217L2.1|,43.379,62.1,219,1.8699999999999998e-45,166.0
sp|P9WQK5|Y073_MYCTU,sp|A1U0A9.1|,40.094,62.26,212,1.94e-45,166.0
sp|P9WQK5|Y073_MYCTU,sp|Q5ZT78.1|,38.498,58.22,213,5.0599999999999995e-45,156.0
sp|P9WQK5|Y073_MYCTU,sp|Q6G1V5.1|,36.4,59.6,250,5.53e-45,165.0
sp|P9WQK5|Y073_MYCTU,sp|Q7MU65.1|,39.303,62.19,201,6.94e-45,155.0
sp|P9WQK7|UVRA_MYCTU,sp|P63381.1|,100.0,100.0,972,0.0,1980.0
sp|P9WQK7|UVRA_MYCTU,sp|Q9CC24.1|,91.449,94.68,959,0.0,1779.0
sp|P9WQK7|UVRA_MYCTU,sp|Q9Z507.1|,73.927,84.5,955,0.0,1422.0
sp|P9WQK7|UVRA_MYCTU,sp|Q829X3.1|,73.662,84.37,953,0.0,1422.0
sp|P9WQK7|UVRA_MYCTU,sp|P13567.1|,68.627,79.77,969,0.0,1320.0
sp|P9WQK7|UVRA_MYCTU,sp|O26543.1|,62.343,76.67,956,0.0,1172.0
sp|P9WQK7|UVRA_MYCTU,sp|Q8XNI5.1|,58.176,75.79,954,0.0,1164.0
sp|P9WQK7|UVRA_MYCTU,sp|Q9K6Y0.1|,59.244,75.84,952,0.0,1155.0
sp|P9WQK7|UVRA_MYCTU,sp|Q890X9.2|,57.262,75.03,957,0.0,1148.0
sp|P9WQK9|PSTB2_MYCTU,sp|P9WQK8.1|,100.0,100.0,276,0.0,561.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q49588.1|,81.405,90.91,242,4.95e-145,410.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q8R9I2.1|,50.826,67.77,242,9.779999999999999e-89,266.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q2RM86.1|,50.199,66.53,251,4.08e-87,263.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q0SNU4.1|,49.383,69.96,243,7.13e-87,262.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q662E6.1|,48.971,70.37,243,1.22e-86,261.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q97IE0.1|,50.826,66.53,242,1.43e-86,261.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q2IGQ6.1|,51.822,66.4,247,2.88e-86,261.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q1D320.1|,52.632,66.8,247,1.04e-85,259.0
sp|P9WQK9|PSTB2_MYCTU,sp|O51236.1|,48.971,69.14,243,2.31e-85,258.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q58418.1|,49.393,66.8,247,7.820000000000001e-85,257.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q0SVB6.1|,47.521,66.94,242,2.82e-83,253.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q12L15.1|,49.206,65.48,252,4.59e-83,253.0
sp|P9WQK9|PSTB2_MYCTU,sp|O27764.1|,48.56,65.43,243,5.79e-83,252.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q3ATA4.1|,48.387,67.74,248,6.11e-83,252.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q8TSA8.1|,47.431,62.45,253,7.119999999999999e-83,252.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q2G607.1|,48.016,65.87,252,7.81e-83,253.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q1GAD3.1|,50.826,64.05,242,8.3e-83,251.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q084V3.1|,48.828,65.23,256,1.2099999999999999e-82,252.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q8EG82.2|,48.828,64.45,256,2.02e-82,251.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q0HH38.1|,48.438,64.45,256,3.5899999999999996e-82,251.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q6LSC4.1|,50.209,65.27,239,5.459999999999999e-82,249.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q180A5.1|,46.341,64.23,246,8.629999999999999e-82,249.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q67RG2.1|,51.653,64.46,242,1.7699999999999998e-81,248.0
sp|P9WQK9|PSTB2_MYCTU,sp|Q30YR3.1|,48.413,64.68,252,2.3e-81,248.0
sp|P9WQL1|PSTB1_MYCTU,sp|P9WQL0.1|,100.0,100.0,258,0.0,529.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q7U172.1|,99.612,99.61,258,0.0,527.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q743D1.1|,89.922,96.51,258,2.9400000000000002e-167,465.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q50046.1|,91.86,94.96,258,4.0800000000000004e-167,464.0
sp|P9WQL1|PSTB1_MYCTU,sp|A0R4C0.1|,87.984,93.8,258,3.28e-162,452.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q1B3B4.1|,88.372,93.41,258,1.47e-161,451.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q0S736.1|,84.496,91.86,258,1.8300000000000001e-155,435.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q5Z293.1|,83.333,90.7,258,6.05e-154,431.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q6AAX3.1|,76.744,88.76,258,2.2e-151,425.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q9KZW2.1|,74.031,87.6,258,8.180000000000001e-148,416.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q2J534.1|,74.419,85.66,258,7.01e-147,414.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q82G23.1|,73.643,86.43,258,3.75e-146,412.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q9EUS2.1|,73.256,86.43,258,7.97e-145,408.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q47L96.1|,74.517,84.56,259,3.43e-144,407.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q4JXC5.1|,77.907,87.98,258,2.09e-143,405.0
sp|P9WQL1|PSTB1_MYCTU,sp|Q6ADG4.1|,73.359,83.78,259,5.8599999999999996e-142,401.0
